,actual,corrected,anomaly,predicted
2024-03-19 17:00:00,432.8,523.6520571428571,False,523.6520571428571
2024-03-19 17:15:00,434.08,523.6427591836733,False,523.6427591836733
2024-03-19 17:30:00,432.67,523.6334612244897,False,523.6334612244897
2024-03-19 17:45:00,434.49,523.624163265306,False,523.624163265306
2024-03-19 18:00:00,434.83,523.6148653061224,False,523.6148653061224
2024-03-19 18:15:00,432.79,523.6055673469388,False,523.6055673469388
2024-03-19 18:30:00,433.63,523.596269387755,False,523.596269387755
2024-03-19 18:45:00,434.26,523.5869714285714,False,523.5869714285714
2024-03-19 19:00:00,433.22,523.5776734693877,False,523.5776734693877
2024-03-19 19:15:00,433.21,523.5683755102042,False,523.5683755102042
2024-03-19 19:30:00,433.22,523.5590775510204,False,523.5590775510204
2024-03-19 19:45:00,433.55,523.5497795918368,False,523.5497795918368
2024-03-19 20:00:00,433.26,523.5404816326532,False,523.5404816326532
2024-03-19 20:15:00,433.09,523.5311836734694,False,523.5311836734694
2024-03-19 20:30:00,431.83,523.5218857142856,False,523.5218857142856
2024-03-19 20:45:00,434.01,523.512587755102,False,523.512587755102
2024-03-19 21:00:00,433.5,523.5032897959184,False,523.5032897959184
2024-03-19 21:15:00,431.93,523.4939918367346,False,523.4939918367346
2024-03-19 21:30:00,433.14,523.484693877551,False,523.484693877551
2024-03-19 21:45:00,432.87,523.4753959183673,False,523.4753959183673
2024-03-19 22:00:00,432.58,523.4660979591837,False,523.4660979591837
2024-03-19 22:15:00,431.57,523.4567999999999,False,523.4567999999999
2024-03-19 22:30:00,431.88,523.4475020408163,False,523.4475020408163
2024-03-19 22:45:00,431.85,523.4382040816326,False,523.4382040816326
2024-03-19 23:00:00,431.82,523.428906122449,False,523.428906122449
2024-03-19 23:15:00,431.37,523.4196081632654,False,523.4196081632654
2024-03-19 23:30:00,431.71,523.4103102040816,False,523.4103102040816
2024-03-19 23:45:00,433.51,523.401012244898,False,523.401012244898
2024-03-20 00:00:00,432.44,523.3917142857142,False,523.3917142857142
2024-03-20 00:15:00,431.75,523.3824163265306,False,523.3824163265306
2024-03-20 00:30:00,431.2,523.3731183673469,False,523.3731183673469
2024-03-20 00:45:00,432.58,523.3638204081633,False,523.3638204081633
2024-03-20 01:00:00,433.18,523.3545224489797,False,523.3545224489797
2024-03-20 01:15:00,431.53,523.345224489796,False,523.345224489796
2024-03-20 01:30:00,432.54,523.3359265306123,False,523.3359265306123
2024-03-20 01:45:00,431.38,523.3266285714286,False,523.3266285714286
2024-03-20 02:00:00,430.16,523.317330612245,False,523.317330612245
2024-03-20 02:15:00,432.19,523.3080326530613,False,523.3080326530613
2024-03-20 02:30:00,431.93,523.2987346938776,False,523.2987346938776
2024-03-20 02:45:00,431.45,523.2894367346939,False,523.2894367346939
2024-03-20 03:00:00,430.97,523.2801387755103,False,523.2801387755103
2024-03-20 03:15:00,430.21,523.2708408163265,False,523.2708408163265
2024-03-20 03:30:00,431.0,523.2615428571428,False,523.2615428571428
2024-03-20 03:45:00,431.54,523.2522448979591,False,523.2522448979591
2024-03-20 04:00:00,430.18,523.2429469387754,False,523.2429469387754
2024-03-20 04:15:00,430.02,523.2336489795917,False,523.2336489795917
2024-03-20 04:30:00,430.42,523.2243510204081,False,523.2243510204081
2024-03-20 04:45:00,432.18,523.2150530612245,False,523.2150530612245
2024-03-20 05:00:00,431.43,523.2057551020408,False,523.2057551020408
2024-03-20 05:15:00,430.75,523.1964571428571,False,523.1964571428571
2024-03-20 05:30:00,431.74,523.1871591836734,False,523.1871591836734
